run_id,hospital_id,batch_id,timestamp,stage,status,duration_ms,records_in,errors,claim_volume,processing_duration,throughput,failure_rate,workload_band,hospital_vol_mean,hospital_vol_std,normalized_volume_zscore
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210,2026-08-17 19:30:46.993055,LANDING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210,2026-08-17 19:30:47.126869,LANDING,COMPLETED,133,0,0,0,133,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:47.182740,INGESTION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:47.342325,INGESTION,COMPLETED,159,100,0,100,159,628.9308176100628,0.0,MICRO,4.0625,18.28072420946112,5.248014187006219
TELEMETRY_REAL_100,unknown,unknown,2026-08-17 19:30:47.457110,VALIDATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
TELEMETRY_REAL_100,unknown,unknown,2026-08-17 19:30:48.039806,VALIDATION,COMPLETED,582,100,0,100,582,171.8213058419244,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1129714589303477
TELEMETRY_REAL_100,unknown,unknown,2026-08-17 19:30:48.102894,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
TELEMETRY_REAL_100,unknown,unknown,2026-08-17 19:30:48.584548,CLEANING,COMPLETED,481,100,0,100,481,207.9002079002079,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1129714589303477
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:48.657838,TRANSFORMATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:48.771911,TRANSFORMATION,COMPLETED,114,100,0,100,114,877.1929824561403,0.0,MICRO,4.0625,18.28072420946112,5.248014187006219
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:48.840246,BUSINESS_RULES,STARTED,0,0,0,0,0,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:52.378082,BUSINESS_RULES,COMPLETED,3537,100,0,100,3537,28.272547356516824,0.0,MICRO,4.0625,18.28072420946112,5.248014187006219
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:52.487093,STORAGE,STARTED,0,0,0,0,0,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_REAL_100,HOSP-TEST,batch_20261210.csv,2026-08-17 19:30:52.687673,STORAGE,COMPLETED,200,100,0,100,200,500.0,0.0,MICRO,4.0625,18.28072420946112,5.248014187006219
TELEMETRY_FAIL_TEST,HOSP-TEST,batch_20261027,2026-08-17 19:30:52.799760,LANDING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_FAIL_TEST,HOSP-TEST,batch_20261027,2026-08-17 19:30:52.897827,LANDING,COMPLETED,98,0,0,0,98,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_FAIL_TEST,HOSP-TEST,batch_20261027.csv,2026-08-17 19:30:52.958557,INGESTION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,4.0625,18.28072420946112,-0.2222286137820223
TELEMETRY_FAIL_TEST,HOSP-TEST,batch_20261027.csv,2026-08-17 19:30:53.025747,INGESTION,COMPLETED,67,100,0,100,67,1492.5373134328358,0.0,MICRO,4.0625,18.28072420946112,5.248014187006219
TELEMETRY_FAIL_TEST,unknown,unknown,2026-08-17 19:30:53.105259,VALIDATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
TELEMETRY_FAIL_TEST,unknown,unknown,2026-08-17 19:30:54.102191,VALIDATION,COMPLETED,996,100,0,100,996,100.4016064257028,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1129714589303477
TELEMETRY_FAIL_TEST,unknown,unknown,2026-08-17 19:30:54.223368,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
TELEMETRY_FAIL_TEST,unknown,unknown,2026-08-17 19:30:55.256407,CLEANING,COMPLETED,1033,100,0,100,1033,96.8054211035818,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1129714589303477
business_rules_run,unknown,unknown,2026-08-17 19:31:45.866834,BUSINESS_RULES,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
business_rules_run,unknown,unknown,2026-08-17 19:31:45.901924,BUSINESS_RULES,COMPLETED,35,2,0,2,35,57.14285714285714,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139077994063455
transform_run,unknown,batch_001,2026-08-17 19:31:45.944313,TRANSFORMATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
transform_run,unknown,batch_001,2026-08-17 19:31:45.991054,TRANSFORMATION,COMPLETED,46,3,0,3,46,65.21739130434783,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1138982449116925
business_rules_run,unknown,batch_001,2026-08-17 19:31:46.024762,BUSINESS_RULES,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
business_rules_run,unknown,batch_001,2026-08-17 19:31:46.070257,BUSINESS_RULES,COMPLETED,45,3,0,3,45,66.66666666666667,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1138982449116925
clean_20260817_193146_d0be83,unknown,unknown,2026-08-17 19:31:46.339981,VALIDATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
clean_20260817_193146_d0be83,unknown,unknown,2026-08-17 19:31:46.435133,VALIDATION,COMPLETED,95,1,0,1,95,10.526315789473683,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139173539009986
clean_20260817_193146_d0be83,unknown,unknown,2026-08-17 19:31:46.493723,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
clean_20260817_193146_d0be83,unknown,unknown,2026-08-17 19:31:46.533920,CLEANING,COMPLETED,40,1,0,1,40,25.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139173539009986
clean_20260817_193146_73ee3a,unknown,unknown,2026-08-17 19:31:46.576518,VALIDATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,11923.907284768213,104662.78294288658,-0.1139269083956516
clean_20260817_193146_73ee3a,unknown,unknown,2026-08-17 19:31:46.674807,VALIDATION,FAILED,98,1,1,1,98,10.20408163265306,1.0,MICRO,11923.907284768213,104662.78294288658,-0.1139173539009986
clean_20260817_193146_edc461,Temp,tmp2lww9cg3,2026-08-17 19:31:46.718180,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,0.5,0.5270462766947299,-0.9486832980505138
clean_20260817_193146_edc461,Temp,tmp2lww9cg3,2026-08-17 19:31:46.804987,CLEANING,COMPLETED,86,1,0,1,86,11.627906976744187,0.0,MICRO,0.5,0.5270462766947299,0.9486832980505138
clean_20260817_193146_d06ee2,authorization,authorization_linked,2026-08-17 19:31:47.050791,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,10900.5,11086.846831827965,-0.9831920802501752
clean_20260817_193146_d06ee2,authorization,authorization_linked,2026-08-17 19:31:47.972224,CLEANING,COMPLETED,921,21801,0,21801,921,23671.00977198697,0.0,LARGE,10900.5,11086.846831827965,0.9831920802501752
clean_20260817_193148_1c0abe,authorization,authorization_linked,2026-08-17 19:31:48.209374,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,10900.5,11086.846831827965,-0.9831920802501752
clean_20260817_193148_1c0abe,authorization,authorization_linked,2026-08-17 19:31:48.890969,CLEANING,COMPLETED,681,21801,0,21801,681,32013.215859030835,0.0,LARGE,10900.5,11086.846831827965,0.9831920802501752
clean_20260817_193149_d053a3,hospital_A,batch_20150309,2026-08-17 19:31:49.133189,VALIDATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,15.714285714285714,38.81690755889456,-0.4048309538940827
clean_20260817_193149_d053a3,hospital_A,batch_20150309,2026-08-17 19:31:49.585151,VALIDATION,COMPLETED,451,31,0,31,451,68.73614190687361,0.0,MICRO,15.714285714285714,38.81690755889456,0.3937901096969714
clean_20260817_193149_d053a3,hospital_A,batch_20150309,2026-08-17 19:31:49.668968,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,15.714285714285714,38.81690755889456,-0.4048309538940827
clean_20260817_193149_d053a3,hospital_A,batch_20150309,2026-08-17 19:31:50.035628,CLEANING,COMPLETED,366,31,0,31,366,84.69945355191257,0.0,MICRO,15.714285714285714,38.81690755889456,0.3937901096969714
clean_20260817_193150_1ba185,hospital_B,batch_20150616,2026-08-17 19:31:50.133779,VALIDATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,77.0,79.00033311055687,-0.9746794344808964
clean_20260817_193150_1ba185,hospital_B,batch_20150616,2026-08-17 19:31:50.606907,VALIDATION,COMPLETED,473,154,0,154,473,325.58139534883725,0.0,SMALL,77.0,79.00033311055687,0.9746794344808964
clean_20260817_193150_1ba185,hospital_B,batch_20150616,2026-08-17 19:31:50.688088,CLEANING,STARTED,0,0,0,0,0,0.0,0.0,MICRO,77.0,79.00033311055687,-0.9746794344808964
clean_20260817_193150_1ba185,hospital_B,batch_20150616,2026-08-17 19:31:51.116858,CLEANING,COMPLETED,428,154,0,154,428,359.8130841121496,0.0,SMALL,77.0,79.00033311055687,0.9746794344808964
clean_20260817_193151_18ad0f,hospital_C,batch_20161024,2026-08-17 19:31:51.201901,VALIDATION,STARTED,0,0,0,0,0,0.0,0.0,MICRO,77.5,79.51332228659945,-0.9746794344808964
clean_20260817_193151_18ad0f,hospital_C,batch_20161024,2026-08-17 19:31:51.656096,VALIDATION,COMPLETED,454,155,0,155,454,341.40969162995594,0.0,SMALL,77.5,79.51332228659945,0.9746794344808964
